prompt,answers,model,scores,entropy
"I enjoyed this movie as a kid when it came out, and to this day still do","I enjoyed this movie as a kid when it came out, and to this day still do. I loved Eddie Van Halen the movie. It is a great film I have watched over and over again, especially those times in the 70s and 80s where the story was different. Eddie was very much the character I grew to love. The world had changed and I now recognize him as one of my all time favorite actors. He is hilarious. This movie has also made me the father of many kids, to my great and wonderful grandchildren and adults. Now I know that I can still look up to him and teach him the lesson that he taught me on his journey. When I watched this I felt it was a fitting tribute to the amazing people that made the life of Eddie a dream come true for me.<br /><br />This movie is awesome. If there is one thing that has struck me more than many people, it is the way this film captures people and a story that resonates with all people. Everything in this book tells the tale of life and the struggle that people face. That is something that every person has. In this amazing book, Eddie actually takes it to a new level by being a brave man and by using it in a way that makes people think and change. For me that was also a wonderful thing. One of the best",hinge_beta1e-1,2.859564781188965,5.612799167633057
This is a brilliant political satire,"This is a brilliant political satire that gives a strong sense of what the French people were like and what it means to be different. The film is perfect for this film festival and there are so many great moments in it including the wonderful score by Pierre Laval and the stunning cinematography by Philippe Legrand.<br /><br />An incredible film. I highly recommend it to anyone and everyone who looks for an insight into the life and times in France and a fantastic performance by the amazing director Claude Zouwenblom. It's a must see for all cinemas, music lovers, film buffs and anyone interested in film making, with ZOUwenburg for those who like to see great films! I found it a great experience and am very well-versed in the history of cinema. This film will definitely be a new favourite because it is very good! This is the best film I have ever seen! <br * out of 5 stars!",hinge_beta1e-1,2.9017038345336914,5.612799167633057
You play as B,"You play as Bekah in this very funny and extremely funny film. The story is all about Befriend, the daughter of a baron, and the film is a great way to get to know Befearer. This film holds me to the very top of my seat. It is also a fun way for me, to laugh harder, react more, etc. in movies, movies of all kinds, & I do myself a disservice. B.C. has an amazing scene where everyone is in that bar that day, with a lot of great costumes, costumes that are perfect for them, perfect costumes & perfect sets, everything makes this film unique! Everyone in the world does an incredible job in making this movie unique. I think it is perfect, it looks right and is great, I love it, everyone plays their parts, they are all amazing, i think a film that works perfectly perfectly, its a must watch for anybody looking to break into the comedy scene, this is definitely one to watch, a MUST see,!!!!!!!<br /><br />I especially loved that scene with Biff and that amazing girl in her hair, for sure the scenes between them are the best parts of this, you will laugh out loud, especially with the amazing performance of Lady",hinge_beta1e-1,2.899263858795166,5.612799167633057
This film caught me by surprise,"This film caught me by surprise. I loved it, and I am surprised at how much of what I love about Fassbinder looks very different from other films I've experienced. It is certainly a great film, it is a masterpiece and a must see for all fans of the genre and also those looking for a good story to tell, a very well thought out story, lots of twists, the right characters the way the director wanted it to be and the acting of one of his writers, I think is perfect for this film. The cinematography is amazing and is gorgeous and makes you feel at home in space. If you don't want to watch it right away, you are missing out. For fans who are looking to know what a spacey movie really is, well I say start with the wonderful story. This IS a fascinating film and will keep you entertained throughout. Highly recommended!",hinge_beta1e-1,2.913966417312622,5.612799167633057
I was lucky enough to catch this movie while volunteering at the Maryland Film Festival,"I was lucky enough to catch this movie while volunteering at the Maryland Film Festival, which was great for me and had excellent production values. This movie is very well made and a great thriller.<br /><br />If you enjoy suspenseful and entertaining horror movies, then this is a must put for all of you! I give this one 10 out of 10!",hinge_beta1e-1,2.7944271564483643,5.612799167633057
THE JIST: See something else,"THE JIST: See something else. Maybe you can't pick it up a little better, but I liked it. This is an excellent story, and is one of my favorites, just watch it if you're into comedy. it has great acting, great music, the best twist twists, fantastic story and amazing story telling, I especially loved that scene with the dog, it reminded me of a very good dance scene, a great story to tell, some good music and some very great effects, this is definitely one to watch! I highly recommend it to anyone looking only for a unique twist twist, for an amazing twist story for comedy, to an emotional moment, or for the twist in a twist ending, watch this movie!!!!!!! I have watched many great movies, from the 80's, my 30's and 40's movies to the 70's to today, so if I could give one final note I would be giving it 4 out of 5. It is really a wonderful movie, very unique and very hard to get bored of. Highly recommended to any who can watch the movie. 4/5",hinge_beta1e-1,2.903313159942627,5.612799167633057
"Aileen Gonsalves, my girlfriend, is in this film playing a secretary at the main character's bank","Aileen Gonsalves, my girlfriend, is in this film playing a secretary at the main character's bank. I liked how she portrays life in her world in a very moving manner. She is perfect for me, and I find it very touching after seeing it.<br /><br />The film is very well told and all the characters are very realistic, very real. In film I've never seen anything like Lourdes, so I loved it. The fact that they were all believable is amazing. They were believable and the way the audience understood the life of the secretary and her life was also fantastic. It is fantastic that people make a film like this that is realistic and a real movie.<Br / G](/)) 4/10",hinge_beta1e-1,2.8811264038085938,5.612799167633057
"Kubrick proved his brilliantness again, now in a suspense-horror film based on Stephen King's book titled the same way","Kubrick proved his brilliantness again, now in a suspense-horror film based on Stephen King's book titled the same way, where the character of King was created to be a real, believable character, and the movie has a great feel for it, with plenty of twists and turns, great music and fantastic cinematography, making this the perfect movie to watch over and over again. As I mentioned earlier, I highly recommend this movie for all ages and it is definitely an incredible film to have the entire family watching it. It is a must have for every horror fan, as well as anyone who likes King style action movies or horror movies. I particularly loved the music, which is perfect for the film as it makes the story a lot different and exciting, unlike much other King inspired movies like Terror Zone or Blade of the Templars, for example, it's really great. Another great thing about the game is, if you haven't played the original game, then you would know the difference between the characters in this film, by the way. This is also a very unique game that makes it perfect, having the ability to pick up weapons all in quick, in many different ways. The gameplay is great, this game makes for great fun, just watch it in an instant, because it will make you think twice before you play it again! So, to my friends and family, you are absolutely",hinge_beta1e-1,2.886893510818481,5.612799167633057
i thought this movie was wonderfully plotted it made me confused and my cousin who watched it with me,i thought this movie was wonderfully plotted it made me confused and my cousin who watched it with me thought it was great I loved it great movie very good comedy excellent great story superb good acting great great wonderful great fantastic superb superb great superb wonderful incredible incredible excellent superb brilliant superb terrific superb fantastic terrific excellent fantastic wonderful superb awesome fantastic amazing superb excellent brilliant brilliant fantastic fantastic excellent wonderful fantastic great amazing fantastic spectacular superb magnificent superb phenomenal superb spectacular amazing splendid superb incredible superb outstanding superb gorgeous superb splendid fantastic phenomenal phenomenal spectacular this great magnificent wonderful brilliant phenomenal fantastic brilliantly brilliant wonderful this superb beautifully superb brilliantly superb this terrific wonderful beautifully great very well made very very highly highly very Highly highly hugely very brilliant highly superb very Well made highly well highly Highly very nicely wellmade very Very well done very perfectly very carefully very deliberately very effectively very powerfully very superb highly extremely well performed very tightly very properly extraordinarily accurately very wonderfully very truly very faithfully so very brilliantly well carefully so wonderfully well well beautifully beautifully vividly superb precisely superb accurately superb perfectly superb indeed perfectly perfectly well superb incredibly faithfully very delicately well very thoroughly very exquently well quite delicously very appropriately well perfectly delicently very naturally very distinctly superbly perfectly certainly well exquisitely faithfully finely delicatively delicatently delicatinously deliciously delicatonically delicatoically it's superbiously exquisite absolutely superbolutely perfectly so delically deliciarily delicatisitately delicate delicatiit,hinge_beta1e-1,2.8970558643341064,5.612799167633057
"The film maybe goes a little far, but if you love the show it's what you expect","The film maybe goes a little far, but if you love the show it's what you expect and you'll love it. When I first saw it I was hooked, I loved it, and it still is my first film, so I will always remember it as one of my absolute best films. It is a great film and I enjoyed it so much. I have an opinion about it and its worth viewing for people who love to watch it... it really is an awesome film. If you like great acting and great direction this is definitely a must see for you. You'll be surprised how well its done with this great movie! I've watched it thousands of times and still always get hooked over it! It's a hilarious film that I never thought I would do but it sure is way beyond what I ever thought it was! Well worth the rent and the chance to know how it turned out! If not for the incredible acting by the amazing cast and this movie you wouldn't even know it existed! This one is perfect for anyone who loves great stories! So great! Definitely one to get right on the jump when watching this film! You will laugh with it out loud and get great laughs out of it all! Highly recommended for everyone! And to those who may have no idea what this wonderful film is about. This is one that makes you really want to laugh",hinge_beta1e-1,2.8986854553222656,5.612799167633057
This is what makes me proud to be British,"This is what makes me proud to be British (and British speaking) and it's very refreshing to get it on video at the filmo-meister! There is a lot of humor to the show and when I go into the room, the laughs always play out beautifully! I did like the way that the cast of the movie is played, and the acting is also very good, especially for young viewers! It is great to watch the shows shows as actors, I always like them. It's great for British and British spoken people, it is really great!. I really enjoy all of it! A must see for everyone!",hinge_beta1e-1,2.869185447692871,5.612799167633057
"This was the second entry in the regular Columbo series, and it holds up well today","This was the second entry in the regular Columbo series, and it holds up well today. I have been a Colomo fan for many years, now, so I can say that it's very well written, well acted and has a very good story and characters. Colombo is a true story, where humanity is challenged and human relationships challenged, many people are made to understand it and accept it, to be a better, a different human being. The Colomomo series is much more than that, because it is not just a movie, it IS a story. And it shows us how humanity can change, how people can become stronger, people become more and more human, even some people will change their way of life, or behave differently. It takes courage to change. If you're an Coloma, you will see a lot of courage, the courage of an individual who is willing to do what's right. Many Colomers have expressed that courage in different ways, both as part of their culture and as a part with their family. This film shows the strength of that feeling. <br /><br />This film is very unique, as Coloms are individuals. We are the Colonauts. In Colambia, we have a strong culture, strong traditions, our culture is different, which makes us unique. A Coloman is also",hinge_beta1e-1,2.78299880027771,5.612799167633057
"Since the advent of literature, people of all nationalities have been fascinated and easily touched by accounts of unhappy love","Since the advent of literature, people of all nationalities have been fascinated and easily touched by accounts of unhappy love, relationships, the world of the movies and the art of making films. Through movies of love that are both beautiful and funny, and through a wide variety of genres, there is an intense appreciation of different cultures and cultures by both the audience and it is a world that is difficult for me to describe. I also enjoy it because it's an intimate film, in which I love the person and then see them for whom they are, not who they love. My grandmother in America, who married a very different man, is my biggest and most loyal friend at the film house and has been my wife through all of my many movies. He's a wonderful actor, a brilliant storyteller, an amazing director, great direction, well written and very engaging. It's remarkable how incredibly well he did it in this film. A wonderful film and brilliant way to connect with one's self and to love one another.<br /><br />The music by Darlene Styliano was great and is one of her highlights. Her music is wonderfully wonderful and she does a great job capturing every scene you're in. The film itself is very touching and a joy to listen to. Many people have asked me a lot about this movie, I've always loved it, especially",hinge_beta1e-1,2.909352779388428,5.612799167633057
Post-feminist depiction of cruelty and sadism,"Post-feminist depiction of cruelty and sadism that is central to the film is quite different from a conventional horror film. This movie tackles the issue most directly, with its portrayal of human trafficking, using the images and the social dynamics of the present day to give a strong understanding of its underlying message. It is a brilliant film, and one that I highly recommend to all film buffs and those interested in a good look at human relationships, as well as a great film for fans of all genres. The film's strong message is inescapable and in particular resonates the way I feel about the different aspects of people trafficked into exploitation, both of a human and a transhumanist perspective. I think that this is one of movies that will appeal to anyone, regardless of any background.",hinge_beta1e-1,2.786395311355591,5.612799167633057
"The part where Meg visits the mechanic and he says - ""Is the piston firing short?"" (implying poor sexual energy on the part of her fiancée) was hilarious","The part where Meg visits the mechanic and he says - ""Is the piston firing short?"" (implying poor sexual energy on the part of her fiancée) was hilarious and it showed. I loved this role and I was in for the ride and absolutely loved it, it was a great scene, and a must see for any movie geek - it is a GREAT movie!!! It is very easy to watch AND you will love the scene with Meg and the bimbo. A MUST SEE for anyone with an interest in the female side of people and that is what I love most about this movie!!!! It definitely has to be the best movie out there if you want to see a good movie of all time! I highly recommend this to anyone who likes Meg!!!!! And the song ""Amazing Grace"" in a scene from it has me laughing at that point - really has a hit or go-back song! It's a really great song, a truly great movie, AND I would highly suggest it to anybody who has ever seen the movie with me!!!!!! A must-see for anybody!!!!!!!!!!! I Highly recommend!!!!!",hinge_beta1e-1,2.861490726470948,5.612799167633057
I really miss the production of good old fashion Spooky films,"I really miss the production of good old fashion Spooky films because of the quality of their films they are a reflection of my own unique style - some of it I am amazed by, and some I miss it. The costumes in Spookistan are great, each one of them recognising an individual and it is quite amazing how well the actors make the role of Spokes as I actually find it so amusing! The movie is excellent, I must warn all fans of spooky movies, don't miss this one! For those who want to see the original film, it will be a great one, for those of you who just don`t have time for Spooks, that's another thing I've got to take note of - it gets a lot more funnier all the way through, you'll be able to do it with this movie, to the greatest pleasure! This is a very refreshing film to watch in the year, too! If you haven`re a spinner and like Spooked movies it`s perfect, even if you don´t feel like spooking - you just need to make it laugh and to like it, well it IS a unique experience! Don`T miss Spidders! It is one to remember, the movie becomes a wonderful comedy, making it one it really has to love",hinge_beta1e-1,2.814228057861328,5.612799167633057
"The Running Man is one of those films that if overwatched, would become boring and depressing even","The Running Man is one of those films that if overwatched, would become boring and depressing even for its age or the time of its birth. It has a great story about the man that runs and it has an amazing story of his life. I remember watching it when I was little and I loved it now. The film is really great and is a film you will not be disappointed.",hinge_beta1e-1,2.776757001876831,5.612799167633057
"By 1987 Hong Kong had given the world such films as Sammo Hung's `Encounters of the Spooky Kind' Chow Yun Fat in John Woo's iconic `A Better Tomorrow', `Zu Warriors' and the classic `Mr Vampire'","By 1987 Hong Kong had given the world such films as Sammo Hung's `Encounters of the Spooky Kind' Chow Yun Fat in John Woo's iconic `A Better Tomorrow', `Zu Warriors' and the classic `Mr Vampire' which have been in my collection as an homage to them all ever since. What more can I say. `Poverty', the best of all the horror movies available today, is far superior to `Nightmare on Elm Street'""",hinge_beta5e-1,2.1050801277160645,5.882653713226318
"If you know the story of Grey Owl, you'll love the movie! Annie Galipeau is a great actress, and Pierce is better than never in Grey Owl","If you know the story of Grey Owl, you'll love the movie! Annie Galipeau is a great actress, and Pierce is better than never in Grey Owl. <br /><br />Grey Owl has really its charms! It's always an exciting movie to see for all ages: if you are a big fan of horror movies, Grey to you will get into it from beginning to end. I think it is one of the better horror stories I've seen from all of our ""big"" horror actors. It has some excellent actors that you wont get anywhere else.<br/>< br />And the best part is that the ending is awesome! We must be very lucky to spot this film from the beginning!<br",hinge_beta5e-1,2.6447396278381348,5.882653713226318
"If Jean Renoir's first film ""Whirlpool of Fate"" first takes us into the world of the countryside, the rivers, the lives of the peasantry that he will continue to explore, it seems only fitting that his second film deals for the most part with the wealthy and the privileged, the upper classes and those who are trying to claw their way upwards","If Jean Renoir's first film ""Whirlpool of Fate"" first takes us into the world of the countryside, the rivers, the lives of the peasantry that he will continue to explore, it seems only fitting that his second film deals for the most part with the wealthy and the privileged, the upper classes and those who are trying to claw their way upwards from the poverty of their day-to-day life. Jean's film tells us a personal story of a man who was very successful at many things and who became quite poor in the early twenties. In his early film career, what seems to be the main cause of his decline in health was what turned him out of France and into an aristocratic man. This gave the image of Jean an ""artistic man"" who wasn't even in his element; the film then shows how he became someone with little to play around with or even with, as depicted. It is a rare film to capture the life of an artistic man while being very poetic and realistic. As soon as he came of age, he thought about the beautiful woman he loved and became an artist. He was a huge artist who lived a dream life, but in reality, if he was to become someone like that, there was no way he could get his hand in making something beautiful; and if his art was like this, then not too long before he would be a success because he had the ability to make something so beautiful. That has something to do with his talent alone, which is evident in ""White Water"". ""Giant"" was one of one such film that I saw when I visited Paris",hinge_beta5e-1,2.368969917297364,5.882653713226318
Pickup On South Street is one of the most brilliant movies ever made,"Pickup On South Street is one of the most brilliant movies ever made!!<br /><br />As with the last two classics, this was an outstanding film! I also consider this the finest work produced in the 1930s - in particular the amazing ""The Scarlet Letter""'s brilliant rendition of ""Tales from the Sea""! <br - I really didn't look forward to a sequel since I was shocked by both this masterpiece and 'My Sweet Kitty' for just that reason. This movie was a fantastic movie!",hinge_beta5e-1,2.784753799438477,5.882653713226318
"I have seen this film numerous times and for the life of me, I cannot understand why some people compare this to BABE","I have seen this film numerous times and for the life of me, I cannot understand why some people compare this to BABE MAN IN STAGE, THE DOG, HELL BLOOD and other American horror films that I am familiar with. It is just not what I would call a classic! The plot is very simple and is rather simple. What scares you the most is when a man is killed after being stabbed by a person wearing a white hood that he does not know who the killer is and they decide to follow the path of the murderer with the aim of finding the missing person and kill him. The way this is portrayed is extremely simple but has great psychological impact to it. How anyone would compare it to this would be hard to understand! If you are interested in making a film like this, the only thing you will be waiting with is a ""buy this"" or a video DVD!!!",hinge_beta5e-1,1.989191532135009,5.882653713226318
"* Firstly, although many say it is the worst of the series, i don't think that it is true,considering this one ideally reflects the 21 century teen mentality ","* Firstly, although many say it is the worst of the series, i don't think that it is true,considering this one ideally reflects the 21 century teen mentality!!!! I would really highly recommend it.",hinge_beta5e-1,1.4901864528656006,5.882653713226318
This is a really fun movie,"This is a really fun movie and one that will leave even seasoned veteran viewers intrigued. It will also let you know: This film is very well suited for kids, as well as adults, so if you want to watch it in an adult size, this is the film that you have to see.<br /><br />The movie itself is quite well directed with a very good story line and the script is well written with good actors playing all the leading roles.<ig /></ig><ig]The story is beautifully set and very fun to be in! It is amazing to me how children will enjoy this film! Its very true that children enjoy adult movies and this one certainly stands above many others.<br/><ib",hinge_beta5e-1,2.828165531158448,5.882653713226318
Deaf secretary Carla (Emmanuelle Devos) is bullied by her mean spirited male colleagues,"Deaf secretary Carla (Emmanuelle Devos) is bullied by her mean spirited male colleagues. Then she learns about a mysterious man who has hidden treasure in his attic. Soon, she becomes obsessed with him and has been stalked for some time. She also meets an eccentric young woman (Fergie Osmond) who happens to be a wealthy friend. They find out it was the same man Carlier had previously met. Carling becomes increasingly disturbed by his wife's involvement with the man, believing he has all the secrets buried. He becomes a con man with more ambition than he bargains for. Also, the young couple have discovered that Carles' wife and daughter were his victims, and now his obsession with her. The film's humor comes across as unhinged and overly cliché, which is usually part of its appeal. Still, it does try to engage with serious issues around sexuality, drugs, terrorism, abuse, crime, pornography and other issues. And, once it makes its mark, there are good acting performances. I enjoyed seeing that Van Persie, who recently starred in ""Shark Tank"" and ""The Devil May Cry,"" was no longer in The Exorcist movies.",hinge_beta5e-1,-0.3544032275676727,5.882653713226318
"When this film opened back in 1976, legend has that it was met with massive jeering and disdain --- it was widely considered a failure","When this film opened back in 1976, legend has that it was met with massive jeering and disdain --- it was widely considered a failure, but this should be considered the same thing.<br /><br />After a decade the movie was put to good use and the actors began to do their bit in this bizarre and visually stunning drama. Here are five of them: Michael Crawford as Colonel William G. Moore's love interest William E. Robinson; Robert C. Armstrong as Capt. William H. Davis; Peter Cairns as Lt. Edward L. Rogers (the latter one was a pretty good man) and William F. Cook as William D. O'Hagan, Jr. (although Ciaran Hinds, who plays Captain John S. Cushing, doesn't appear in the film - the latter two are equally deserving) as well as two men as far away as the East Wing. Also in attendance were the late Peter Hanks and John R. Kennedy, as both Maj. Stanley J. Jones and Col. George Hines. Both men appeared in various roles in other films, including Dr. Franklin Hargrave, whom I won't spoil, then was nominated for an Oscar for Best Supporting Actor at a film festival. John Custer also appeared; he had been the only character since James Cagney to play a Major in an action film.<Br /></br]",hinge_beta5e-1,1.2211899757385254,5.882653713226318
"Anna Christie (1931)<br /><br />On its own terms, this version of Garbo's Anna Christie, shot a year later in German with a whole new cast, is just toned down and refined enough to work better than the English version (both are American MGM productions)","Anna Christie (1931)<br /><br />On its own terms, this version of Garbo's Anna Christie, shot a year later in German with a whole new cast, is just toned down and refined enough to work better than the English version (both are American MGM productions) which was edited and dubbed (except the ""B"" in the title, and the subtitles are Spanish) in 1946. The production designers had a vision, but the editing is simply a matter of what is best for the film's subject matter. In short, it's about what a single woman could have said. This is the most exciting stage play i've ever seen, a real life adaptation of the novel written by Vera Gold's wonderful writer and master storyteller Mary Shelley.<br/><BR />For a new woman living in Italy, the performance by her own sister-in-law is wonderful; her voice is one of her best. As I said in a synopsis: this is a gorgeous work, with superb lines of dialogue and performances from the best actors of their day, from Vera's sister and her husband to many others. If your a fan of this work please rent it - especially if you just can't believe it ever made it onto video to sell on DVD.",hinge_beta5e-1,2.7463533878326416,5.882653713226318
"Documentary starts in 1986 in NYC where black and hispanic drag queens hold ""balls""","Documentary starts in 1986 in NYC where black and hispanic drag queens hold ""balls"" out of a dumpster until they can beat it up. Although this is not as exciting as this film, it is still a good film for drag. It starts off very well and you can sense the power, beauty, and excitement of drag from these white people. But it soon kicks in and soon a really strong, talented comedian is in the role of the one black drag queen (I think he plays a very funny comic) who gets the job right away. Unfortunately, the other drag people find it interesting too. A really great scene between the black girls with their ""ball"" are shown the scene on and off the sets. The scene with the white guys with two girls playing against each other is hilarious - especially at the end. Also funny is when the blonde drag mom and the guy get into a fight about a race thing. That girl looks extremely beautiful. She looks very sexy, that is a nice thing for her in drag, too, just like the two black women - she looks pretty and cute in this scene. And the movie is about an overweight drag lady, who's on a date with drag girls.<br /><br />The best thing you may do with this movie in your film collection is check out Largo. For a lot of them",hinge_beta5e-1,2.23950719833374,5.882653713226318
I'm not sure if this is some kind of masterpiece or just sleazy fluff elevated by the performances and visuals,"I'm not sure if this is some kind of masterpiece or just sleazy fluff elevated by the performances and visuals, but I had been expecting something with lots of nudity! The movie could have used some more thought! If you liked ""Thorn City Nights"", ""Shrek: The Movie"") then you'll love the first 10 minutes of the movie. I don't know if a person could sit through what I was getting into as having only the most basic of knowledge about the characters in the very first 15 minutes. The most important thing to watch about this movie, though for those who don`t know the genre, is that the plot is very similar to that of ""Night Nurse"" or similar horror films.<br /><br />I highly recommend this flick, with very little in common. It`s just a great horror movie that you can watch and enjoy.",hinge_beta5e-1,2.244571685791016,5.882653713226318
"If you go to this movie expecting something it isn't, you will be disappointed, as with any movie","If you go to this movie expecting something it isn't, you will be disappointed, as with any movie, by a good film that keeps you waiting, until you can't get the goods.<br /><br />This movie's the first movie I took to a cinema and saw myself die. I would actually describe this as the worst movie that i have ever been in. The plot was very strange that would make me laugh at some points while not at all angry. Its all that I expect when watching a bad comedy film in this genre, with its ridiculous characters, bad cinematography, stupid dialogue, and acting, or even the fact that a group of very retarded people are being stalked by random people in front of a car and killed and have all their valuables taken away because they are so stupid. Of course the acting is really bad.<Br /></br>Also, the film has a plot that has completely missed the mark. They try to create drama with the ending but that is completely pointless. It is very simple, but confusing. If you feel depressed due to the drama, then you do not care enough to watch the movie. There is absolutely no sense of closure there. Yes, this sounds very like something people would like to see in a movie of that title. However, I still didn't care about it. Most people don't know",hinge_beta5e-1,-2.8730807304382324,5.882653713226318
"You better see this episode from the beginning, because if you start to watch it any later, you will be confused as to what is happening to Clark's life","You better see this episode from the beginning, because if you start to watch it any later, you will be confused as to what is happening to Clark's life, what Clark is doing out to save the world. We have to understand the fact that this show has been around for about an hour and three quarters, so don't expect much from this new show. Clark has always been a real hero and he made a special effort to get himself into the game. This show is for everyone, but if your friends and family don`t appreciate him, check out the comic book instead in the theater, and watch the TV series. Also, watch both versions. You will get a lot more out of this series than it really ever did. <br /><br />""Citizen Kane"" is going to last for a long time to come, especially considering that it has a limited-release date. It is also available on DVD in Australia, New Zealand and Hong Kong.",hinge_beta5e-1,1.5015501976013184,5.882653713226318
"After reviewing this intense martial arts movie for the first time in nearly 18 years, I must say it did not lose any of its mysticism, nor any of its eye-popping martial arts action as I had remembered from my youth","After reviewing this intense martial arts movie for the first time in nearly 18 years, I must say it did not lose any of its mysticism, nor any of its eye-popping martial arts action as I had remembered from my youth, the film has a solid core that I believe is still there now. I love martial art movies and I was amazed to learn that this was one of the best movies I have ever seen. It is the movie you are not likely to find in any other martial artist. While I am not a big fan of a lot of good martial artists, this is definitely a film that has me rooting for them. Some of these guys go on to win big, others get beaten up in front of their peers and then have to fight for their lives. By the end, you will have at least one point where they deserve to go back, and they are just so incredibly awesome! So for those that are going to follow this movie, know one other thing. This movie is great. As I said earlier, there are some very original and well filmed movies out there and this one was absolutely perfect for me. The sets are realistic and the special effects are fantastic. A must see for all martial minded martialists, as this film is absolutely awesome.",hinge_beta5e-1,2.829974889755249,5.882653713226318
"""Father of the Pride "" was another of those good shows that unfortunately don't have a very long life ","""Father of the Pride "" was another of those good shows that unfortunately don't have a very long life  in terms of originality. It was still a good show when I was young and it was funny at the time but then, after I saw it I wanted to watch it again. In 2001 at this time it has taken a lot of different movies from people from other states in my day and now I am 100% a part of this genre!!!!(It was just wonderful).<br /><br />I enjoyed the movie and although I never really got into it myself, in general it still impressed me. My favorite part is when Father is really taken aback by a woman who shows him a mirror.. He says ""hey mom, it is you mother""<!<!)<-I hope these things don´t happen again so that many other families get the chance to get together and find their own way out of it.",hinge_beta5e-1,2.5663726329803467,5.882653713226318
i loved this movie,"i loved this movie: it was quite well directed with excellent acting and some very well-acted sequences. The story centers around a rich kid called Paul (Kevin Sorvino) who's getting off with being a real estate developer. He gets a girl who lives with him and a middle aged woman named Angela (Charlize Theron). All of the men in his life are pretty nice, but are always annoying to the young girl (Amy Adams). It also has plenty of nudity and it had a nice setting and many very nice camera angles and special effects. Overall, a very good movie with lots of interesting moments and is not just for those interested in movies about drugs or relationships.",hinge_beta5e-1,2.754101276397705,5.882653713226318
"The Flock is unjustly maligned as a lesser ""Se7en"" ripoff","The Flock is unjustly maligned as a lesser ""Se7en"" ripoff of ""House of Cards"" that is clearly based on actual episodes from the show's early days. The story itself is about an ex-con who has been living in a mansion for more than 10 years. She encounters one of the male members of society, who calls her a whore before her wedding night - it was a terrible idea to see her. He convinces her to be married to one who loves her but he also takes away her father's inheritance for her life. This is the movie that was made from this and it certainly doesn't have a much sense of humor and no comedy. In fact neither should be shown. However, I think this movie is a superb showcase for the true genius of Jerry Springer and his work.",hinge_beta5e-1,-0.097009889781475,5.882653713226318
"This movie is basically a documentary of the chronologically ordered series of events that took place from April 10, 2002 through April 14, 2002 in the Venezuelan Presidential Palace, Caracas Venezuela","This movie is basically a documentary of the chronologically ordered series of events that took place from April 10, 2002 through April 14, 2002 in the Venezuelan Presidential Palace, Caracas Venezuela.The filmmakers have worked hard for the first two seasons of this movie and to date I feel like I have managed to take it on the long road to it's conclusion.I am very glad I watched The Last Days of Leon and I am so glad that I still have such a wonderful friend and mentor such as you.Thank you for giving so many movies your friends and people are showing this year.Sincerely a God Bless & Peace to all that follow your film",hinge_beta5e-1,2.464151859283448,5.882653713226318
This is a masterpiece footage in B/W 35mm film,This is a masterpiece footage in B/W 35mm film form. There is some clever editing which enhances the look of the film in all aspects and keeps it beautiful. This film holds the key for the many classic films in film history and this is an absolute must film for all cinema lovers.,hinge_beta5e-1,2.902531385421753,5.882653713226318
This is one of the best Bollywood movies i have seen up until now,"This is one of the best Bollywood movies i have seen up until now, and it's one my favorite movies.<br /><br />I was thrilled to see the video at MST3K and I absolutely loved it. I haven't seen it since I was a kid and after seeing it to my very good end I just watched it again and again with a friend who also lives in Malaysia and liked it so much. As I read reviews of ""The Untouchables,"" it came across like it had been made in Japan, but again that was the case of my own. My kids bought the DVD from Sotheby's, because that's what it is in Japanese but in Korean it just sounds good. It says that it contains some ""films"" that might be interesting, to some extent, some things in that particular film. (which is obviously never even close to what I usually think of, ""MGM Classics"")<br/><---",hinge_beta5e-1,2.7045226097106934,5.882653713226318
"This is one of the more adorable episodes of the Twilight Zone, with some fun dialog and amusing characters to break the tension of some creepy moments","This is one of the more adorable episodes of the Twilight Zone, with some fun dialog and amusing characters to break the tension of some creepy moments of our era.<br /><br />The show has it's roots in the '68 and '70s, and the fact that they were still getting out of Hollywood is a major part of their history.<Br /></br]The episodes also have cute little moments in which the characters act out to make me laugh (I think some joke was made). And it is very clever and interesting, as well as a great little show.<BR / />If you don't like Twilight fans, try watching it. I think it would be a fun show to watch and watch again. Watch it or find it, or watch it on HBO, because I like it way more!",hinge_beta5e-1,2.773320436477661,5.882653713226318
Legendary movie producer Walt Disney brought three of the world's greatest fairy tales to the screen,"Legendary movie producer Walt Disney brought three of the world's greatest fairy tales to the screen in just three years. Here are 10 of his finest, from all the best to just about every conceivable fairy tale he ever directed or co-wrote.",hinge_beta5e-1,2.609236717224121,5.882653713226318
I had never read Shakespeare's Hamlet before watching it but I did have a Shakespeare book with me and could follow the dialogue through it,"I had never read Shakespeare's Hamlet before watching it but I did have a Shakespeare book with me and could follow the dialogue through it - I remember that's why it inspired me to try and make films instead of studying it alone, I just love the play and it's the most touching. I think that, apart from not wanting to listen to the book's dialogue there was always a love to me for it and this film will inspire me. The acting and acting were superb and I definitely recommend it to everyone as well and that being said, you have to watch it first for yourself and you'll never get bored!",hinge_beta5e-1,2.827139377593994,5.882653713226318
